"SpatialAssessmentUnit";"Biotic_group";"integ_beat";"number_indicators"
"20kmE456N350";"Seals";0.525833333333333;12
"20kmE456N350";"Secchi";0.36;1
"20kmE456N358";"Benthic fauna quality";0.63;1
"20kmE456N358";"Birds";0.634444444444444;9
"20kmE456N358";"Chlorophyll A";0.54;1
"20kmE456N358";"Fish";0.505;10
"20kmE456N358";"Macrophytes";0.72;1
"20kmE456N358";"Oxygen";0.65;1
"20kmE456N358";"Phytoplankton";0.56;1
"20kmE456N358";"Seals";0.525833333333333;12
"20kmE456N358";"Secchi";0.48;1
"20kmE458N340";"Benthic fauna quality";0.22;1
"20kmE458N340";"Birds";0.634444444444444;9
"20kmE458N340";"Chlorophyll A";NA;0
"20kmE458N340";"Fish";0.505;10
"20kmE458N340";"Macrophytes";0.3;1
"20kmE458N340";"Phytoplankton";0.34;1
"20kmE458N340";"Secchi";0.2;1
"20kmE458N342";"Benthic fauna quality";0.27;3
"20kmE458N342";"Birds";0.634444444444444;9
"20kmE458N342";"Chlorophyll A";NA;0
"20kmE458N342";"Fish";0.505;10
"20kmE458N342";"Macrophytes";0.3;1
"20kmE458N342";"Oxygen";0.623333333333333;3
"20kmE458N342";"Phytoplankton";0.3725;4
"20kmE458N342";"Seals";0.649230769230769;13
"20kmE458N342";"Secchi";0.195;4
"20kmE458N342";NA;0.34;1
"20kmE458N344";"Benthic fauna quality";0.38;3
"20kmE458N344";"Birds";0.634444444444444;9
"20kmE458N344";"Chlorophyll A";NA;0
"20kmE458N344";"Fish";0.505;10
"20kmE458N344";"Macrophytes";0.34;1
"20kmE458N344";"Oxygen";0.3;1
"20kmE458N344";"Phytoplankton";0.3925;4
"20kmE458N344";"Seals";0.649230769230769;13
"20kmE458N344";"Secchi";0.18;3
"20kmE458N346";"Birds";0.634444444444444;9
"20kmE458N346";"Fish";0.505;10
"20kmE458N346";"Oxygen";0.3;1
"20kmE458N346";"Phytoplankton";0.55;1
"20kmE458N346";"Seals";0.649230769230769;13
"20kmE458N358";"Benthic fauna quality";0.63;1
"20kmE458N358";"Birds";0.634444444444444;9
"20kmE458N358";"Chlorophyll A";0.54;1
"20kmE458N358";"Fish";0.579411764705882;17
"20kmE458N358";"Macrophytes";0.72;1
"20kmE458N358";"Oxygen";0.475;2
"20kmE458N358";"Phytoplankton";0.555;2
"20kmE458N358";"Seals";0.59;25
"20kmE458N358";"Secchi";0.48;1
"20kmE458N360";"Benthic fauna quality";0.63;1
"20kmE458N360";"Birds";0.634444444444444;9
"20kmE458N360";"Chlorophyll A";0.54;1
"20kmE458N360";"Fish";0.685714285714286;7
"20kmE458N360";"Macrophytes";0.72;1
"20kmE458N360";"Oxygen";0.475;2
"20kmE458N360";"Phytoplankton";0.55;1
"20kmE458N360";"Seals";0.649230769230769;13
"20kmE458N360";"Secchi";0.48;1
"20kmE458N362";"Benthic fauna quality";0.63;1
"20kmE458N362";"Birds";0.634444444444444;9
"20kmE458N362";"Chlorophyll A";0.54;1
"20kmE458N362";"Fish";0.685714285714286;7
"20kmE458N362";"Macrophytes";0.72;1
"20kmE458N362";"Oxygen";0.475;2
"20kmE458N362";"Phytoplankton";0.55;1
"20kmE458N362";"Seals";0.649230769230769;13
"20kmE458N362";"Secchi";0.48;1
"20kmE458N364";"Benthic fauna quality";0.63;1
"20kmE458N364";"Birds";0.634444444444444;9
"20kmE458N364";"Chlorophyll A";0.54;1
"20kmE458N364";"Fish";0.685714285714286;7
"20kmE458N364";"Macrophytes";0.72;1
"20kmE458N364";"Oxygen";0.475;2
"20kmE458N364";"Phytoplankton";0.55;1
"20kmE458N364";"Seals";0.649230769230769;13
"20kmE458N364";"Secchi";0.48;1
"20kmE458N366";"Benthic fauna quality";0.63;1
"20kmE458N366";"Birds";0.634444444444444;9
"20kmE458N366";"Chlorophyll A";0.54;1
"20kmE458N366";"Fish";0.685714285714286;7
"20kmE458N366";"Macrophytes";0.72;1
"20kmE458N366";"Oxygen";0.65;1
"20kmE458N366";"Secchi";0.48;1
"20kmE460N340";"Benthic fauna quality";0.22;1
"20kmE460N340";"Birds";0.634444444444444;9
"20kmE460N340";"Chlorophyll A";NA;0
"20kmE460N340";"Fish";0.505;10
"20kmE460N340";"Macrophytes";0.3;1
"20kmE460N340";"Oxygen";0.71;1
"20kmE460N340";"Phytoplankton";0.34;1
"20kmE460N340";"Secchi";0.2;1
"20kmE460N340";NA;0.34;1
"20kmE460N342";"Benthic fauna quality";0.22;1
"20kmE460N342";"Birds";0.634444444444444;9
"20kmE460N342";"Chlorophyll A";NA;0
"20kmE460N342";"Fish";0.505;10
"20kmE460N342";"Macrophytes";0.3;1
"20kmE460N342";"Oxygen";0.695;4
"20kmE460N342";"Phytoplankton";0.445;2
"20kmE460N342";"Seals";0.649230769230769;13
"20kmE460N342";"Secchi";0.26;3
"20kmE460N342";NA;0.34;1
"20kmE460N344";"Benthic fauna quality";NA;0
"20kmE460N344";"Birds";0.634444444444444;9
"20kmE460N344";"Chlorophyll A";NA;0
"20kmE460N344";"Fish";0.505;10
"20kmE460N344";"Oxygen";0.605;2
"20kmE460N344";"Phytoplankton";0.55;1
"20kmE460N344";"Seals";0.649230769230769;13
"20kmE460N344";"Secchi";0.33;1
"20kmE460N354";"Birds";0.634444444444444;9
"20kmE460N354";"Fish";0.505;10
"20kmE460N354";"Phytoplankton";0.56;1
"20kmE460N354";"Seals";0.525833333333333;12
"20kmE460N356";"Birds";0.634444444444444;9
"20kmE460N356";"Chlorophyll A";NA;0
"20kmE460N356";"Fish";0.505;10
"20kmE460N356";"Oxygen";0.3;1
"20kmE460N356";"Phytoplankton";0.555;2
"20kmE460N356";"Seals";0.59;25
"20kmE460N358";"Birds";0.634444444444444;9
"20kmE460N358";"Chlorophyll A";NA;0
"20kmE460N358";"Fish";0.525;14
"20kmE460N358";"Oxygen";0.3;1
"20kmE460N358";"Phytoplankton";0.555;2
"20kmE460N358";"Seals";0.59;25
"20kmE460N360";"Birds";0.634444444444444;9
"20kmE460N360";"Fish";0.575;4
"20kmE460N360";"Oxygen";0.3;1
"20kmE460N360";"Phytoplankton";0.55;1
"20kmE460N360";"Seals";0.649230769230769;13
"20kmE460N364";"Benthic fauna quality";0.63;1
"20kmE460N364";"Birds";0.634444444444444;9
"20kmE460N364";"Chlorophyll A";0.54;1
"20kmE460N364";"Fish";0.685714285714286;7
"20kmE460N364";"Macrophytes";0.72;1
"20kmE460N364";"Oxygen";0.475;2
"20kmE460N364";"Phytoplankton";0.55;1
"20kmE460N364";"Seals";0.649230769230769;13
"20kmE460N364";"Secchi";0.48;1
"20kmE460N366";"Benthic fauna quality";0.67;3
"20kmE460N366";"Birds";0.634444444444444;9
"20kmE460N366";"Chlorophyll A";0.596666666666667;3
"20kmE460N366";"Fish";0.685714285714286;7
"20kmE460N366";"Macrophytes";0.733333333333333;3
"20kmE460N366";"Oxygen";0.5625;4
"20kmE460N366";"Phytoplankton";0.55;1
"20kmE460N366";"Seals";0.649230769230769;13
"20kmE460N366";"Secchi";0.52;3
"20kmE460N368";"Benthic fauna quality";0.69;2
"20kmE460N368";"Birds";0.634444444444444;9
"20kmE460N368";"Chlorophyll A";0.625;2
"20kmE460N368";"Fish";0.685714285714286;7
"20kmE460N368";"Macrophytes";0.74;2
"20kmE460N368";"Oxygen";0.65;2
"20kmE460N368";"Secchi";0.54;2
"20kmE462N338";"Benthic fauna quality";NA;0
"20kmE462N338";"Birds";0.634444444444444;9
"20kmE462N338";"Chlorophyll A";NA;0
"20kmE462N338";"Fish";0.505;10
"20kmE462N338";"Oxygen";0.71;1
"20kmE462N338";NA;0.34;1
"20kmE462N340";"Benthic fauna quality";NA;0
"20kmE462N340";"Birds";0.634444444444444;9
"20kmE462N340";"Chlorophyll A";NA;0
"20kmE462N340";"Fish";0.505;10
"20kmE462N340";"Oxygen";0.71;1
"20kmE462N340";NA;0.34;1
"20kmE462N342";"Benthic fauna quality";NA;0
"20kmE462N342";"Birds";0.634444444444444;9
"20kmE462N342";"Chlorophyll A";NA;0
"20kmE462N342";"Fish";0.505;10
"20kmE462N342";"Oxygen";0.81;2
"20kmE462N342";"Secchi";0.33;1
"20kmE462N342";NA;0.34;1
"20kmE462N344";"Benthic fauna quality";NA;0
"20kmE462N344";"Birds";0.634444444444444;9
"20kmE462N344";"Chlorophyll A";NA;0
"20kmE462N344";"Fish";0.505;10
"20kmE462N344";"Oxygen";0.7475;4
"20kmE462N344";"Phytoplankton";0.55;1
"20kmE462N344";"Seals";0.649230769230769;13
"20kmE462N344";"Secchi";0.316666666666667;3
"20kmE462N354";"Birds";0.634444444444444;9
"20kmE462N354";"Chlorophyll A";NA;0
"20kmE462N354";"Fish";0.505;10
"20kmE462N354";"Oxygen";0.3;1
"20kmE462N354";"Phytoplankton";0.555;2
"20kmE462N354";"Seals";0.59;25
"20kmE462N356";"Birds";0.634444444444444;9
"20kmE462N356";"Chlorophyll A";NA;0
"20kmE462N356";"Fish";0.525;14
"20kmE462N356";"Oxygen";0.3;1
"20kmE462N356";"Phytoplankton";0.555;2
"20kmE462N356";"Seals";0.59;25
"20kmE462N358";"Birds";0.634444444444444;9
"20kmE462N358";"Chlorophyll A";NA;0
"20kmE462N358";"Fish";0.525;14
"20kmE462N358";"Oxygen";0.3;1
"20kmE462N358";"Phytoplankton";0.55;1
"20kmE462N358";"Seals";0.649230769230769;13
"20kmE462N364";"Birds";0.634444444444444;9
"20kmE462N364";"Fish";0.575;4
"20kmE462N364";"Oxygen";0.3;1
"20kmE462N364";"Phytoplankton";0.55;1
"20kmE462N364";"Seals";0.649230769230769;13
"20kmE462N366";"Benthic fauna quality";0.67;3
"20kmE462N366";"Birds";0.634444444444444;9
"20kmE462N366";"Chlorophyll A";0.596666666666667;3
"20kmE462N366";"Fish";0.685714285714286;7
"20kmE462N366";"Macrophytes";0.733333333333333;3
"20kmE462N366";"Oxygen";0.5625;4
"20kmE462N366";"Phytoplankton";0.55;1
"20kmE462N366";"Seals";0.649230769230769;13
"20kmE462N366";"Secchi";0.52;3
"20kmE462N368";"Benthic fauna quality";0.69;2
"20kmE462N368";"Birds";0.634444444444444;9
"20kmE462N368";"Chlorophyll A";0.625;2
"20kmE462N368";"Fish";0.685714285714286;7
"20kmE462N368";"Macrophytes";0.74;2
"20kmE462N368";"Oxygen";0.65;2
"20kmE462N368";"Secchi";0.54;2
"20kmE464N344";"Benthic fauna quality";NA;0
"20kmE464N344";"Birds";0.634444444444444;9
"20kmE464N344";"Chlorophyll A";NA;0
"20kmE464N344";"Fish";0.525;14
"20kmE464N344";"Oxygen";0.565;2
"20kmE464N344";"Phytoplankton";0.55;1
"20kmE464N344";"Seals";0.649230769230769;13
"20kmE464N344";"Secchi";0.37;1
"20kmE464N346";"Benthic fauna quality";NA;0
"20kmE464N346";"Birds";0.634444444444444;9
"20kmE464N346";"Chlorophyll A";NA;0
"20kmE464N346";"Fish";0.525;14
"20kmE464N346";"Oxygen";0.565;2
"20kmE464N346";"Phytoplankton";0.55;1
"20kmE464N346";"Seals";0.649230769230769;13
"20kmE464N346";"Secchi";0.37;1
"20kmE464N354";"Birds";0.634444444444444;9
"20kmE464N354";"Chlorophyll A";NA;0
"20kmE464N354";"Fish";0.525;14
"20kmE464N354";"Oxygen";0.3;1
"20kmE464N354";"Phytoplankton";0.55;1
"20kmE464N354";"Seals";0.649230769230769;13
"20kmE464N356";"Birds";0.634444444444444;9
"20kmE464N356";"Chlorophyll A";NA;0
"20kmE464N356";"Fish";0.575;4
"20kmE464N356";"Oxygen";0.3;1
"20kmE464N356";"Phytoplankton";0.55;1
"20kmE464N356";"Seals";0.649230769230769;13
"20kmE464N358";"Birds";0.634444444444444;9
"20kmE464N358";"Fish";0.575;4
"20kmE464N358";"Oxygen";0.3;1
"20kmE464N358";"Phytoplankton";0.55;1
"20kmE464N358";"Seals";0.649230769230769;13
"20kmE464N360";"Birds";0.634444444444444;9
"20kmE464N360";"Fish";0.575;4
"20kmE464N360";"Oxygen";0.3;1
"20kmE464N360";"Phytoplankton";0.55;1
"20kmE464N360";"Seals";0.649230769230769;13
"20kmE464N366";"Benthic fauna quality";0.69;2
"20kmE464N366";"Birds";0.634444444444444;9
"20kmE464N366";"Chlorophyll A";0.625;2
"20kmE464N366";"Fish";0.685714285714286;7
"20kmE464N366";"Macrophytes";0.74;2
"20kmE464N366";"Oxygen";0.533333333333333;3
"20kmE464N366";"Phytoplankton";0.55;1
"20kmE464N366";"Seals";0.649230769230769;13
"20kmE464N366";"Secchi";0.54;2
"20kmE464N368";"Benthic fauna quality";0.69;2
"20kmE464N368";"Birds";0.634444444444444;9
"20kmE464N368";"Chlorophyll A";0.625;2
"20kmE464N368";"Fish";0.685714285714286;7
"20kmE464N368";"Macrophytes";0.74;2
"20kmE464N368";"Oxygen";0.65;2
"20kmE464N368";"Secchi";0.54;2
"20kmE466N344";"Benthic fauna quality";NA;0
"20kmE466N344";"Birds";0.634444444444444;9
"20kmE466N344";"Chlorophyll A";NA;0
"20kmE466N344";"Fish";0.575;4
"20kmE466N344";"Oxygen";0.83;1
"20kmE466N344";"Secchi";0.37;1
"20kmE466N346";"Benthic fauna quality";NA;0
"20kmE466N346";"Birds";0.634444444444444;9
"20kmE466N346";"Chlorophyll A";NA;0
"20kmE466N346";"Fish";0.575;4
"20kmE466N346";"Oxygen";0.565;2
"20kmE466N346";"Phytoplankton";0.55;1
"20kmE466N346";"Seals";0.649230769230769;13
"20kmE466N346";"Secchi";0.37;1
"20kmE466N358";"Birds";0.634444444444444;9
"20kmE466N358";"Fish";0.575;4
"20kmE466N358";"Oxygen";0.3;1
"20kmE466N358";"Phytoplankton";0.55;1
"20kmE466N358";"Seals";0.649230769230769;13
"20kmE466N364";"Birds";0.634444444444444;9
"20kmE466N364";"Fish";0.575;4
"20kmE466N364";"Oxygen";0.3;1
"20kmE466N364";"Phytoplankton";0.55;1
"20kmE466N364";"Seals";0.649230769230769;13
"20kmE466N366";"Benthic fauna quality";0.69;2
"20kmE466N366";"Birds";0.634444444444444;9
"20kmE466N366";"Chlorophyll A";0.625;2
"20kmE466N366";"Fish";0.685714285714286;7
"20kmE466N366";"Macrophytes";0.74;2
"20kmE466N366";"Oxygen";0.533333333333333;3
"20kmE466N366";"Phytoplankton";0.55;1
"20kmE466N366";"Seals";0.649230769230769;13
"20kmE466N366";"Secchi";0.54;2
"20kmE466N368";"Benthic fauna quality";0.69;2
"20kmE466N368";"Birds";0.634444444444444;9
"20kmE466N368";"Chlorophyll A";0.625;2
"20kmE466N368";"Fish";0.685714285714286;7
"20kmE466N368";"Macrophytes";0.74;2
"20kmE466N368";"Oxygen";0.65;2
"20kmE466N368";"Secchi";0.54;2
"20kmE468N346";"Benthic fauna quality";NA;0
"20kmE468N346";"Birds";0.634444444444444;9
"20kmE468N346";"Chlorophyll A";NA;0
"20kmE468N346";"Fish";0.575;4
"20kmE468N346";"Oxygen";0.565;2
"20kmE468N346";"Phytoplankton";0.55;1
"20kmE468N346";"Seals";0.649230769230769;13
"20kmE468N346";"Secchi";0.37;1
"20kmE468N348";"Birds";0.634444444444444;9
"20kmE468N348";"Fish";0.575;4
"20kmE468N348";"Oxygen";0.3;1
"20kmE468N348";"Phytoplankton";0.55;1
"20kmE468N348";"Seals";0.649230769230769;13
"20kmE468N364";"Birds";0.634444444444444;9
"20kmE468N364";"Fish";0.575;4
"20kmE468N364";"Oxygen";0.3;1
"20kmE468N364";"Phytoplankton";0.55;1
"20kmE468N364";"Seals";0.649230769230769;13
"20kmE468N366";"Benthic fauna quality";0.69;2
"20kmE468N366";"Birds";0.634444444444444;9
"20kmE468N366";"Chlorophyll A";0.625;2
"20kmE468N366";"Fish";0.685714285714286;7
"20kmE468N366";"Macrophytes";0.74;2
"20kmE468N366";"Oxygen";0.533333333333333;3
"20kmE468N366";"Phytoplankton";0.55;1
"20kmE468N366";"Seals";0.649230769230769;13
"20kmE468N366";"Secchi";0.54;2
"20kmE468N368";"Benthic fauna quality";0.69;2
"20kmE468N368";"Birds";0.634444444444444;9
"20kmE468N368";"Chlorophyll A";0.625;2
"20kmE468N368";"Fish";0.622727272727273;11
"20kmE468N368";"Macrophytes";0.74;2
"20kmE468N368";"Oxygen";0.65;2
"20kmE468N368";"Secchi";0.54;2
"20kmE468N370";"Benthic fauna quality";0.73;1
"20kmE468N370";"Birds";0.634444444444444;9
"20kmE468N370";"Chlorophyll A";0.64;1
"20kmE468N370";"Fish";0.54375;8
"20kmE468N370";"Macrophytes";0.76;1
"20kmE468N370";"Oxygen";0.65;1
"20kmE468N370";"Secchi";0.51;1
"20kmE468N372";"Benthic fauna quality";0.73;1
"20kmE468N372";"Birds";0.634444444444444;9
"20kmE468N372";"Chlorophyll A";0.64;1
"20kmE468N372";"Fish";0.54375;8
"20kmE468N372";"Macrophytes";0.76;1
"20kmE468N372";"Oxygen";0.65;1
"20kmE468N372";"Secchi";0.51;1
"20kmE468N394";"Benthic fauna quality";0.51;1
"20kmE468N394";"Birds";0.634444444444444;9
"20kmE468N394";"Chlorophyll A";0.22;1
"20kmE468N394";"Fish";0.595833333333333;12
"20kmE468N394";"Macrophytes";0.42;1
"20kmE468N394";"Oxygen";0.62;1
"20kmE468N394";"Phytoplankton";0.42;1
"20kmE468N394";"Secchi";0.23;1
"20kmE468N396";"Benthic fauna quality";0.57;2
"20kmE468N396";"Birds";0.634444444444444;9
"20kmE468N396";"Chlorophyll A";0.36;2
"20kmE468N396";"Fish";0.6375;8
"20kmE468N396";"Macrophytes";0.62;2
"20kmE468N396";"Oxygen";0.63;2
"20kmE468N396";"Phytoplankton";0.425;2
"20kmE468N396";"Secchi";0.315;2
"20kmE468N426";"Birds";0.634444444444444;9
"20kmE468N426";"Fish";0.593333333333333;6
"20kmE468N428";"Benthic fauna quality";0.515;2
"20kmE468N428";"Birds";0.634444444444444;9
"20kmE468N428";"Chlorophyll A";0.505;2
"20kmE468N428";"Fish";0.628888888888889;9
"20kmE468N428";"Macrophytes";0.71;2
"20kmE468N428";"Oxygen";0.65;2
"20kmE468N428";"Phytoplankton";0.68;2
"20kmE468N428";"Secchi";0.48;2
"20kmE468N430";"Benthic fauna quality";0.42;1
"20kmE468N430";"Birds";0.634444444444444;9
"20kmE468N430";"Chlorophyll A";0.47;1
"20kmE468N430";"Fish";0.628888888888889;9
"20kmE468N430";"Macrophytes";0.62;1
"20kmE468N430";"Oxygen";0.65;1
"20kmE468N430";"Phytoplankton";0.74;1
"20kmE468N430";"Secchi";0.48;1
"20kmE468N438";"Benthic fauna quality";0.45;1
"20kmE468N438";"Birds";0.634444444444444;9
"20kmE468N438";"Chlorophyll A";0.58;1
"20kmE468N438";"Fish";0.628888888888889;9
"20kmE468N438";"Macrophytes";0.77;1
"20kmE468N438";"Oxygen";0.65;1
"20kmE468N438";"Phytoplankton";0.58;1
"20kmE468N438";"Secchi";0.74;1
"20kmE470N346";"Benthic fauna quality";NA;0
"20kmE470N346";"Birds";0.634444444444444;9
"20kmE470N346";"Chlorophyll A";NA;0
"20kmE470N346";"Fish";0.575;4
"20kmE470N346";"Oxygen";0.656666666666667;3
"20kmE470N346";"Phytoplankton";0.55;1
"20kmE470N346";"Seals";0.649230769230769;13
"20kmE470N346";"Secchi";0.375;2
"20kmE470N348";"Benthic fauna quality";NA;0
"20kmE470N348";"Birds";0.634444444444444;9
"20kmE470N348";"Chlorophyll A";NA;0
"20kmE470N348";"Fish";0.575;4
"20kmE470N348";"Oxygen";0.57;2
"20kmE470N348";"Phytoplankton";0.55;1
"20kmE470N348";"Seals";0.649230769230769;13
"20kmE470N348";"Secchi";0.38;1
"20kmE470N368";"Benthic fauna quality";0.715;2
"20kmE470N368";"Birds";0.634444444444444;9
"20kmE470N368";"Chlorophyll A";0.515;2
"20kmE470N368";"Fish";0.622727272727273;11
"20kmE470N368";"Macrophytes";0.7;2
"20kmE470N368";"Oxygen";0.533333333333333;3
"20kmE470N368";"Phytoplankton";0.55;1
"20kmE470N368";"Seals";0.649230769230769;13
"20kmE470N368";"Secchi";0.465;2
"20kmE470N370";"Benthic fauna quality";0.73;1
"20kmE470N370";"Birds";0.634444444444444;9
"20kmE470N370";"Chlorophyll A";0.64;1
"20kmE470N370";"Fish";0.54375;8
"20kmE470N370";"Macrophytes";0.76;1
"20kmE470N370";"Oxygen";0.65;1
"20kmE470N370";"Secchi";0.51;1
"20kmE470N372";"Benthic fauna quality";0.69;2
"20kmE470N372";"Birds";0.634444444444444;9
"20kmE470N372";"Chlorophyll A";0.625;2
"20kmE470N372";"Fish";0.554166666666667;12
"20kmE470N372";"Macrophytes";0.74;2
"20kmE470N372";"Oxygen";0.65;2
"20kmE470N372";"Secchi";0.54;2
"20kmE470N374";"Benthic fauna quality";0.69;2
"20kmE470N374";"Birds";0.634444444444444;9
"20kmE470N374";"Chlorophyll A";0.625;2
"20kmE470N374";"Fish";0.54375;8
"20kmE470N374";"Macrophytes";0.74;2
"20kmE470N374";"Oxygen";0.65;2
"20kmE470N374";"Secchi";0.54;2
"20kmE470N376";"Benthic fauna quality";0.69;2
"20kmE470N376";"Birds";0.634444444444444;9
"20kmE470N376";"Chlorophyll A";0.625;2
"20kmE470N376";"Fish";0.54375;8
"20kmE470N376";"Macrophytes";0.74;2
"20kmE470N376";"Oxygen";0.65;2
"20kmE470N376";"Secchi";0.54;2
"20kmE470N378";"Benthic fauna quality";0.69;2
"20kmE470N378";"Birds";0.634444444444444;9
"20kmE470N378";"Chlorophyll A";0.625;2
"20kmE470N378";"Fish";0.54375;8
"20kmE470N378";"Macrophytes";0.74;2
"20kmE470N378";"Oxygen";0.65;2
"20kmE470N378";"Secchi";0.54;2
"20kmE470N380";"Benthic fauna quality";0.69;2
"20kmE470N380";"Birds";0.634444444444444;9
"20kmE470N380";"Chlorophyll A";0.625;2
"20kmE470N380";"Fish";0.54375;8
"20kmE470N380";"Macrophytes";0.74;2
"20kmE470N380";"Oxygen";0.65;2
"20kmE470N380";"Secchi";0.54;2
"20kmE470N382";"Benthic fauna quality";0.64;2
"20kmE470N382";"Birds";0.634444444444444;9
"20kmE470N382";"Chlorophyll A";0.555;2
"20kmE470N382";"Fish";0.54375;8
"20kmE470N382";"Macrophytes";0.77;2
"20kmE470N382";"Oxygen";0.645;2
"20kmE470N382";"Phytoplankton";0.43;1
"20kmE470N382";"Secchi";0.485;2
"20kmE470N384";"Benthic fauna quality";0.63;1
"20kmE470N384";"Birds";0.634444444444444;9
"20kmE470N384";"Chlorophyll A";0.5;1
"20kmE470N384";"Fish";0.54375;8
"20kmE470N384";"Macrophytes";0.82;1
"20kmE470N384";"Oxygen";0.64;1
"20kmE470N384";"Phytoplankton";0.43;1
"20kmE470N384";"Secchi";0.4;1
"20kmE470N386";"Benthic fauna quality";0.63;1
"20kmE470N386";"Birds";0.634444444444444;9
"20kmE470N386";"Chlorophyll A";0.5;1
"20kmE470N386";"Fish";0.54375;8
"20kmE470N386";"Macrophytes";0.82;1
"20kmE470N386";"Oxygen";0.64;1
"20kmE470N386";"Phytoplankton";0.43;1
"20kmE470N386";"Secchi";0.4;1
"20kmE470N388";"Benthic fauna quality";0.57;2
"20kmE470N388";"Birds";0.634444444444444;9
"20kmE470N388";"Chlorophyll A";0.36;2
"20kmE470N388";"Fish";0.54375;8
"20kmE470N388";"Macrophytes";0.62;2
"20kmE470N388";"Oxygen";0.63;2
"20kmE470N388";"Phytoplankton";0.425;2
"20kmE470N388";"Secchi";0.315;2
"20kmE470N390";"Benthic fauna quality";0.57;2
"20kmE470N390";"Birds";0.634444444444444;9
"20kmE470N390";"Chlorophyll A";0.36;2
"20kmE470N390";"Fish";0.54375;8
"20kmE470N390";"Macrophytes";0.62;2
"20kmE470N390";"Oxygen";0.63;2
"20kmE470N390";"Phytoplankton";0.425;2
"20kmE470N390";"Secchi";0.315;2
"20kmE470N392";"Benthic fauna quality";0.57;2
"20kmE470N392";"Birds";0.634444444444444;9
"20kmE470N392";"Chlorophyll A";0.36;2
"20kmE470N392";"Fish";0.54375;8
"20kmE470N392";"Macrophytes";0.62;2
"20kmE470N392";"Oxygen";0.63;2
"20kmE470N392";"Phytoplankton";0.425;2
"20kmE470N392";"Secchi";0.315;2
"20kmE470N394";"Benthic fauna quality";0.57;2
"20kmE470N394";"Birds";0.634444444444444;9
"20kmE470N394";"Chlorophyll A";0.36;2
"20kmE470N394";"Fish";0.595833333333333;12
"20kmE470N394";"Macrophytes";0.62;2
"20kmE470N394";"Oxygen";0.63;2
"20kmE470N394";"Phytoplankton";0.425;2
"20kmE470N394";"Secchi";0.315;2
"20kmE470N396";"Benthic fauna quality";0.63;1
"20kmE470N396";"Birds";0.634444444444444;9
"20kmE470N396";"Chlorophyll A";0.5;1
"20kmE470N396";"Fish";0.6375;8
"20kmE470N396";"Macrophytes";0.82;1
"20kmE470N396";"Oxygen";0.64;1
"20kmE470N396";"Phytoplankton";0.43;1
"20kmE470N396";"Secchi";0.4;1
"20kmE470N418";"Benthic fauna quality";0.42;1
"20kmE470N418";"Birds";0.634444444444444;9
"20kmE470N418";"Chlorophyll A";0.47;1
"20kmE470N418";"Fish";0.628888888888889;9
"20kmE470N418";"Macrophytes";0.62;1
"20kmE470N418";"Oxygen";0.65;1
"20kmE470N418";"Phytoplankton";0.74;1
"20kmE470N418";"Secchi";0.48;1
"20kmE470N420";"Benthic fauna quality";0.515;2
"20kmE470N420";"Birds";0.634444444444444;9
"20kmE470N420";"Chlorophyll A";0.505;2
"20kmE470N420";"Fish";0.628888888888889;9
"20kmE470N420";"Macrophytes";0.71;2
"20kmE470N420";"Oxygen";0.65;2
"20kmE470N420";"Phytoplankton";0.68;2
"20kmE470N420";"Secchi";0.48;2
"20kmE470N422";"Benthic fauna quality";0.515;2
"20kmE470N422";"Birds";0.634444444444444;9
"20kmE470N422";"Chlorophyll A";0.505;2
"20kmE470N422";"Fish";0.628888888888889;9
"20kmE470N422";"Macrophytes";0.71;2
"20kmE470N422";"Oxygen";0.65;2
"20kmE470N422";"Phytoplankton";0.68;2
"20kmE470N422";"Secchi";0.48;2
"20kmE470N424";"Benthic fauna quality";0.576666666666667;3
"20kmE470N424";"Birds";0.634444444444444;9
"20kmE470N424";"Chlorophyll A";0.45;3
"20kmE470N424";"Fish";0.628888888888889;9
"20kmE470N424";"Macrophytes";0.71;2
"20kmE470N424";"Oxygen";0.65;2
"20kmE470N424";"Phytoplankton";0.58;3
"20kmE470N424";"Seals";0.612307692307692;13
"20kmE470N424";"Secchi";0.48;2
"20kmE470N424";"Zooplankton";0.68;1
"20kmE470N426";"Benthic fauna quality";0.576666666666667;3
"20kmE470N426";"Birds";0.634444444444444;9
"20kmE470N426";"Chlorophyll A";0.45;3
"20kmE470N426";"Fish";0.628888888888889;9
"20kmE470N426";"Macrophytes";0.71;2
"20kmE470N426";"Oxygen";0.65;2
"20kmE470N426";"Phytoplankton";0.58;3
"20kmE470N426";"Seals";0.612307692307692;13
"20kmE470N426";"Secchi";0.48;2
"20kmE470N426";"Zooplankton";0.68;1
"20kmE470N428";"Benthic fauna quality";0.515;2
"20kmE470N428";"Birds";0.634444444444444;9
"20kmE470N428";"Chlorophyll A";0.505;2
"20kmE470N428";"Fish";0.628888888888889;9
"20kmE470N428";"Macrophytes";0.71;2
"20kmE470N428";"Oxygen";0.65;2
"20kmE470N428";"Phytoplankton";0.68;2
"20kmE470N428";"Secchi";0.48;2
"20kmE470N430";"Benthic fauna quality";0.513333333333333;3
"20kmE470N430";"Birds";0.634444444444444;9
"20kmE470N430";"Chlorophyll A";0.54;3
"20kmE470N430";"Fish";0.628888888888889;9
"20kmE470N430";"Macrophytes";0.73;3
"20kmE470N430";"Oxygen";0.65;3
"20kmE470N430";"Phytoplankton";0.68;2
"20kmE470N430";"Secchi";0.55;3
